531,山东,济南,济南/长清/章丘/商河/济阳/平阴
765,广东,顺德,
766,广东,云浮,云浮/罗定/郁南/新兴
888,云南,丽江,丽江/宁蒗/华坪/永胜
760,广东,中山,
763,广东,清远,清远/佛冈/英德/连山/阳山/连南/连州
762,广东,河源,河源/连平/和平/龙川/紫金
883,云南,临沧,临沧/耿马/镇康/沧源/永德/凤庆/云县/双江
8067,西藏,班戈,
427,辽宁,盘锦,盘锦/盘山/大洼
943,甘肃,白银,白银/靖远/平凉/景泰/会宁
316,河北,廊坊,廊坊/霸州/永清/大城/文安/固安/香河/大厂/三河
8062,西藏,比如,
8061,西藏,巴青,
9446,甘肃,正宁,
9447,甘肃,华池,
9444,甘肃,环县,
9445,甘肃,合水,
9442,甘肃,宁县,
9443,甘肃,镇原,
9441,甘肃,庆阳,
955,宁夏,中卫,
827,四川,巴中,
455,黑龙江,绥化,
467,黑龙江,鸡西,
483,内蒙古,阿拉善盟,
724,湖北,荆门,
468,黑龙江,鹤岗,
827,四川,巴中,
469,黑龙江,双鸭山,
467,黑龙江,鸡西,
464,黑龙江,七台河,
941,甘肃,甘南
282,unknown,unknow,
7315,unknown,unknow,
7312,unknown,unknow,
282,unknown,unknow,
283,unknown,unknow,
293,unknown,unknow,
